2024-11-26 00:00:58.640 [http-nio-8081-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2024-11-26 22:17:51.531 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8081 (http) with context path '/'
2024-11-26 22:17:51.539 [main] INFO  c.b.integrador.IntegradorApplication - Started IntegradorApplication in 6.282 seconds (process running for 6.803)
2024-11-26 22:18:09.060 [http-nio-8081-exec-2] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2024-11-26 22:18:09.062 [http-nio-8081-exec-2] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2024-11-26 22:18:09.066 [http-nio-8081-exec-2] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 4 ms
2024-11-26 22:18:09.225 [http-nio-8081-exec-2] INFO  c.b.i.Controller.PedidoController - PedidoRequest recibido: com.backend.integrador.DTO.PedidoRequest@28571dc4
2024-11-26 22:18:09.226 [http-nio-8081-exec-2] INFO  c.b.integrador.Service.PedidoService - Iniciando creación del pedido...
2024-11-26 22:18:09.326 [http-nio-8081-exec-2] INFO  c.b.integrador.Service.PedidoService - Usuario validado: 2
2024-11-26 22:18:09.415 [http-nio-8081-exec-2] INFO  c.b.integrador.Service.PedidoService - Procesando productos del pedido...
2024-11-26 22:18:09.481 [http-nio-8081-exec-2] INFO  c.b.integrador.Service.PedidoService - Producto procesado: Pan Integral - Cantidad: 2
2024-11-26 22:18:09.524 [http-nio-8081-exec-2] INFO  c.b.integrador.Service.PedidoService - Producto procesado: Test - Cantidad: 1
2024-11-26 22:18:09.589 [http-nio-8081-exec-2] INFO  c.b.integrador.Service.PedidoService - Productos del pedido guardados con éxito.
2024-11-26 22:18:09.590 [http-nio-8081-exec-2] INFO  c.b.integrador.Service.PedidoService - Pedido completado con éxito. ID del pedido: 1
2024-11-26 22:18:09.661 [http-nio-8081-exec-2] WARN  o.s.w.s.m.s.DefaultHandlerExceptionResolver - Ignoring exception, response committed already: org.springframework.http.converter.HttpMessageNotWritableException: Could not write JSON: Document nesting depth (1001) exceeds the maximum allowed (1000, from `StreamWriteConstraints.getMaxNestingDepth()`)
2024-11-26 22:18:09.664 [http-nio-8081-exec-2] WARN  o.s.w.s.m.s.DefaultHandlerExceptionResolver - Resolved [org.springframework.http.converter.HttpMessageNotWritableException: Could not write JSON: Document nesting depth (1001) exceeds the maximum allowed (1000, from `StreamWriteConstraints.getMaxNestingDepth()`)]
2024-11-26 22:20:38.759 [main] INFO  c.b.integrador.IntegradorApplication - Starting IntegradorApplication using Java 21.0.4 with PID 8344 (C:\Users\lmart\OneDrive\Documents\ProyectoIntegradorBackend\integrador\target\classes started by lmart in C:\Users\lmart\OneDrive\Documents\ProyectoIntegradorBackend\integrador)
2024-11-26 22:20:38.762 [main] INFO  c.b.integrador.IntegradorApplication - No active profile set, falling back to 1 default profile: "default"
2024-11-26 22:20:39.677 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2024-11-26 22:20:40.044 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 342 ms. Found 15 JPA repository interfaces.
2024-11-26 22:20:41.142 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8081 (http)
2024-11-26 22:20:41.155 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8081"]
2024-11-26 22:20:41.160 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2024-11-26 22:20:41.161 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.30]
2024-11-26 22:20:41.242 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2024-11-26 22:20:41.244 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 2436 ms
2024-11-26 22:20:41.690 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2024-11-26 22:20:41.763 [main] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 6.5.3.Final
2024-11-26 22:20:41.821 [main] INFO  o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
2024-11-26 22:20:42.187 [main] INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2024-11-26 22:20:42.224 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2024-11-26 22:20:42.402 [main] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@43ab9ae9
2024-11-26 22:20:42.405 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2024-11-26 22:20:42.447 [main] WARN  org.hibernate.orm.deprecation - HHH90000025: MySQL8Dialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2024-11-26 22:20:42.448 [main] WARN  org.hibernate.orm.deprecation - HHH90000026: MySQL8Dialect has been deprecated; use org.hibernate.dialect.MySQLDialect instead
2024-11-26 22:20:43.543 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2024-11-26 22:20:43.547 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2024-11-26 22:20:44.178 [main] INFO  o.s.d.j.r.query.QueryEnhancerFactory - Hibernate is in classpath; If applicable, HQL parser will be used.
2024-11-26 22:20:44.350 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2024-11-26 22:20:44.415 [main] WARN  o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: d279b1a7-6cac-48de-a516-cfba41d30723

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2024-11-26 22:20:44.495 [main] INFO  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name inMemoryUserDetailsManager
2024-11-26 22:20:45.397 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8081"]
2024-11-26 22:20:45.439 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8081 (http) with context path '/'
2024-11-26 22:20:45.448 [main] INFO  c.b.integrador.IntegradorApplication - Started IntegradorApplication in 7.405 seconds (process running for 7.919)
2024-11-26 22:21:02.558 [http-nio-8081-exec-2] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2024-11-26 22:21:02.559 [http-nio-8081-exec-2] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2024-11-26 22:21:02.560 [http-nio-8081-exec-2] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 1 ms
2024-11-26 22:21:02.698 [http-nio-8081-exec-2] INFO  c.b.i.Controller.PedidoController - PedidoRequest recibido: com.backend.integrador.DTO.PedidoRequest@5e92a7c3
2024-11-26 22:21:02.699 [http-nio-8081-exec-2] INFO  c.b.integrador.Service.PedidoService - Iniciando creación del pedido...
2024-11-26 22:21:02.809 [http-nio-8081-exec-2] INFO  c.b.integrador.Service.PedidoService - Usuario validado: 2
2024-11-26 22:21:02.971 [http-nio-8081-exec-2] INFO  c.b.integrador.Service.PedidoService - Pedido guardado con ID: 1
2024-11-26 22:21:02.972 [http-nio-8081-exec-2] INFO  c.b.integrador.Service.PedidoService - Procesando productos del pedido...
2024-11-26 22:21:03.047 [http-nio-8081-exec-2] INFO  c.b.integrador.Service.PedidoService - Producto procesado: Pan Integral - Cantidad: 2
2024-11-26 22:21:03.113 [http-nio-8081-exec-2] INFO  c.b.integrador.Service.PedidoService - Producto procesado: Test - Cantidad: 1
2024-11-26 22:21:03.229 [http-nio-8081-exec-2] INFO  c.b.integrador.Service.PedidoService - Pedido completado con éxito. ID del pedido: 1
2024-11-26 22:21:03.330 [http-nio-8081-exec-2] WARN  o.s.w.s.m.s.DefaultHandlerExceptionResolver - Ignoring exception, response committed already: org.springframework.http.converter.HttpMessageNotWritableException: Could not write JSON: Document nesting depth (1001) exceeds the maximum allowed (1000, from `StreamWriteConstraints.getMaxNestingDepth()`)
2024-11-26 22:21:03.331 [http-nio-8081-exec-2] WARN  o.s.w.s.m.s.DefaultHandlerExceptionResolver - Resolved [org.springframework.http.converter.HttpMessageNotWritableException: Could not write JSON: Document nesting depth (1001) exceeds the maximum allowed (1000, from `StreamWriteConstraints.getMaxNestingDepth()`)]
2024-11-26 22:34:05.075 [main] INFO  c.b.integrador.IntegradorApplication - Starting IntegradorApplication using Java 21.0.4 with PID 3336 (C:\Users\lmart\OneDrive\Documents\ProyectoIntegradorBackend\integrador\target\classes started by lmart in C:\Users\lmart\OneDrive\Documents\ProyectoIntegradorBackend\integrador)
2024-11-26 22:34:05.080 [main] INFO  c.b.integrador.IntegradorApplication - No active profile set, falling back to 1 default profile: "default"
2024-11-26 22:34:06.173 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2024-11-26 22:34:06.310 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 121 ms. Found 15 JPA repository interfaces.
2024-11-26 22:34:07.237 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8081 (http)
2024-11-26 22:34:07.253 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8081"]
2024-11-26 22:34:07.259 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2024-11-26 22:34:07.260 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.30]
2024-11-26 22:34:07.346 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2024-11-26 22:34:07.347 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 2176 ms
2024-11-26 22:34:07.547 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2024-11-26 22:34:07.618 [main] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 6.5.3.Final
2024-11-26 22:34:07.674 [main] INFO  o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
2024-11-26 22:34:08.035 [main] INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2024-11-26 22:34:08.098 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2024-11-26 22:34:08.298 [main] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@70c205bf
2024-11-26 22:34:08.301 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2024-11-26 22:34:08.350 [main] WARN  org.hibernate.orm.deprecation - HHH90000025: MySQL8Dialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2024-11-26 22:34:08.352 [main] WARN  org.hibernate.orm.deprecation - HHH90000026: MySQL8Dialect has been deprecated; use org.hibernate.dialect.MySQLDialect instead
2024-11-26 22:34:09.453 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2024-11-26 22:34:09.457 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2024-11-26 22:34:09.966 [main] INFO  o.s.d.j.r.query.QueryEnhancerFactory - Hibernate is in classpath; If applicable, HQL parser will be used.
2024-11-26 22:34:10.162 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2024-11-26 22:34:10.196 [main] WARN  o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: 7c13e46b-6cb1-4da3-8d5d-d2d7a36392ca

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2024-11-26 22:34:10.227 [main] INFO  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name inMemoryUserDetailsManager
2024-11-26 22:34:10.895 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8081"]
2024-11-26 22:34:10.923 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8081 (http) with context path '/'
2024-11-26 22:34:10.932 [main] INFO  c.b.integrador.IntegradorApplication - Started IntegradorApplication in 6.592 seconds (process running for 7.045)
2024-11-26 22:34:36.773 [http-nio-8081-exec-2] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2024-11-26 22:34:36.774 [http-nio-8081-exec-2] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2024-11-26 22:34:36.779 [http-nio-8081-exec-2] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 5 ms
2024-11-26 22:34:37.053 [http-nio-8081-exec-2] INFO  c.b.i.Controller.PedidoController - PedidoRequest recibido: com.backend.integrador.DTO.PedidoRequest@1656a5fc
2024-11-26 22:34:37.053 [http-nio-8081-exec-2] INFO  c.b.integrador.Service.PedidoService - Iniciando creación del pedido...
2024-11-26 22:34:37.156 [http-nio-8081-exec-2] INFO  c.b.integrador.Service.PedidoService - Usuario validado: 2
2024-11-26 22:34:37.157 [http-nio-8081-exec-2] INFO  c.b.integrador.Service.PedidoService - Procesando pedido para delivery...
2024-11-26 22:34:37.300 [http-nio-8081-exec-2] INFO  c.b.integrador.Service.PedidoService - Nueva dirección detectada, guardando...
2024-11-26 22:34:37.384 [http-nio-8081-exec-2] INFO  c.b.integrador.Service.PedidoService - Dirección guardada con ID: 3
2024-11-26 22:34:37.472 [http-nio-8081-exec-2] INFO  c.b.integrador.Service.PedidoService - Pedido guardado con ID: 1
2024-11-26 22:34:37.474 [http-nio-8081-exec-2] INFO  c.b.integrador.Service.PedidoService - Procesando productos del pedido...
2024-11-26 22:34:37.578 [http-nio-8081-exec-2] INFO  c.b.integrador.Service.PedidoService - Producto procesado: Pan Integral - Cantidad: 2
2024-11-26 22:34:37.669 [http-nio-8081-exec-2] INFO  c.b.integrador.Service.PedidoService - Producto procesado: Test - Cantidad: 1
2024-11-26 22:34:37.745 [http-nio-8081-exec-2] INFO  c.b.integrador.Service.PedidoService - Pedido completado con éxito. ID del pedido: 1
2024-11-26 22:34:37.820 [http-nio-8081-exec-2] WARN  o.s.w.s.m.s.DefaultHandlerExceptionResolver - Ignoring exception, response committed already: org.springframework.http.converter.HttpMessageNotWritableException: Could not write JSON: Document nesting depth (1001) exceeds the maximum allowed (1000, from `StreamWriteConstraints.getMaxNestingDepth()`)
2024-11-26 22:34:37.822 [http-nio-8081-exec-2] WARN  o.s.w.s.m.s.DefaultHandlerExceptionResolver - Resolved [org.springframework.http.converter.HttpMessageNotWritableException: Could not write JSON: Document nesting depth (1001) exceeds the maximum allowed (1000, from `StreamWriteConstraints.getMaxNestingDepth()`)]
2024-11-26 22:34:54.843 [http-nio-8081-exec-3] INFO  c.b.i.Controller.PedidoController - PedidoRequest recibido: com.backend.integrador.DTO.PedidoRequest@3edfea4d
2024-11-26 22:34:54.844 [http-nio-8081-exec-3] INFO  c.b.integrador.Service.PedidoService - Iniciando creación del pedido...
2024-11-26 22:34:54.847 [http-nio-8081-exec-3] INFO  c.b.integrador.Service.PedidoService - Usuario validado: 2
2024-11-26 22:34:54.848 [http-nio-8081-exec-3] INFO  c.b.integrador.Service.PedidoService - Procesando pedido para recojo en tienda...
2024-11-26 22:34:54.857 [http-nio-8081-exec-3] INFO  c.b.integrador.Service.PedidoService - Dirección de recojo encontrada: Velazco Av Grau 199
2024-11-26 22:34:55.042 [http-nio-8081-exec-3] INFO  c.b.integrador.Service.PedidoService - Detalles del recojo guardados en la base de datos.
2024-11-26 22:34:55.051 [http-nio-8081-exec-3] WARN  o.s.w.s.m.s.DefaultHandlerExceptionResolver - Ignoring exception, response committed already: org.springframework.http.converter.HttpMessageNotWritableException: Could not write JSON: Document nesting depth (1001) exceeds the maximum allowed (1000, from `StreamWriteConstraints.getMaxNestingDepth()`)
